action,time
Open,1469539208
Open,1469539209
Open,1469539212
Open,1469539212
Open,1469539214
Open,1469539216
Close,1469539217
Open,1469539217
Close,1469539219
Close,1469539222
Open,1469539223
Close,1469539227
Close,1469539229
Close,1469539231
Close,1469539234
Close,1469539234
Open,1469539235
Close,1469539237
Close,1469539237
Open,1469539237
Close,1469539239
Close,1469539241
Open,1469539242
Open,1469539246
Close,1469539247
Open,1469539247
Open,1469539248
Close,1469539250
Close,1469539253
Close,1469539253
Open,1469539254
Open,1469539256
Close,1469539257
Open,1469539258
Open,1469539260
Close,1469539261
Open,1469539263
Open,1469539263
Close,1469539265
Open,1469539265
Close,1469539268
Close,1469539269
Open,1469539271
Open,1469539273
Close,1469539274
Open,1469539274
Open,1469539274
Open,1469539275
Open,1469539277
Close,1469539278
Close,1469539279
Open,1469539279
Close,1469539282
Close,1469539284
Close,1469539288
Close,1469539288
Close,1469539290
Open,1469539291
Open,1469539292
Close,1469539296
Close,1469539300
Close,1469539303
Close,1469539306
Open,1469539306
Close,1469539308
Open,1469539308
Open,1469539309
Open,1469539315
Close,1469539316
Close,1469539318
Open,1469539319
Close,1469539322
Close,1469539327
Open,1469539328
Open,1469539332
Close,1469539333
Close,1469539334
Open,1469539337
Open,1469539337
Open,1469539337
Open,1469539338
Close,1469539338
Close,1469539340
Open,1469539342
Close,1469539344
Open,1469539346
Close,1469539348
Close,1469539350
Open,1469539350
Open,1469539354
Close,1469539356
Close,1469539358
Close,1469539359
Close,1469539366
Close,1469539366
Open,1469539367
Close,1469539371
Open,1469539372
Open,1469539372
Open,1469539372
Open,1469539375
Open,1469539377
Close,1469539379
Close,1469539380
Close,1469539382
Open,1469539382
Close,1469539384
Close,1469539384
Open,1469539388
Open,1469539398
Open,1469539400
Open,1469539401
Open,1469539401
Close,1469539406
Open,1469539408
Close,1469539409
Open,1469539409
Close,1469539410
Open,1469539410
Close,1469539412
Close,1469539414
Close,1469539416
Close,1469539417
Close,1469539417
Close,1469539418
Open,1469539418
Close,1469539419
Open,1469539421
Open,1469539423
Open,1469539425
Open,1469539428
Close,1469539429
Open,1469539429
Close,1469539435
Close,1469539438
Close,1469539438
Close,1469539440
Close,1469539440
Open,1469539440
Close,1469539441
Close,1469539443
Close,1469539444
Close,1469539444
Close,1469539453
Close,1469539454
Close,1469539455
Close,1469539456
Open,1469539456
Close,1469539458
Open,1469539458
Open,1469539458
Close,1469539460
Close,1469539461
Close,1469539462
Open,1469539463
Close,1469539465
Close,1469539466
Open,1469539469
Open,1469539471
Close,1469539472
Open,1469539472
Close,1469539473
Open,1469539475
Close,1469539479
Close,1469539479
Open,1469539482
Close,1469539484
Close,1469539484
Open,1469539486
Close,1469539489
Open,1469539495
Open,1469539495
Close,1469539498
Open,1469539500
Open,1469539503
Open,1469539503
Close,1469539505
Open,1469539507
Close,1469539512
Close,1469539513
Open,1469539513
Close,1469539514
Close,1469539516
Close,1469539516
Open,1469539516
Open,1469539521
Close,1469539523
Open,1469539523
Open,1469539524
Open,1469539525
Close,1469539529
Open,1469539529
Close,1469539530
Close,1469539531
Open,1469539531
Close,1469539533
Open,1469539533
Open,1469539534
Open,1469539536
Close,1469539538
Close,1469539539
Close,1469539544
Close,1469539544
Close,1469539548
Close,1469539548
Open,1469539548
Close,1469539550
Open,1469539550
Open,1469539550
Open,1469539554
Open,1469539555
Open,1469539555
Open,1469539556
Close,1469539557
Close,1469539557
Open,1469539559
Open,1469539559
Open,1469539562
Open,1469539562
Open,1469539567
Open,1469539573
Open,1469539578
Close,1469539579
Close,1469539580
Close,1469539585
Open,1469539585
Open,1469539588
Open,1469539589
Close,1469539592
Close,1469539596
Close,1469539596
Close,1469539598
Open,1469539599
Open,1469539601
Open,1469539603
Open,1469539605
Close,1469539606
Open,1469539607
Close,1469539612
Close,1469539613
Open,1469539613
Open,1469539615
Close,1469539616
Close,1469539617
Close,1469539618
Open,1469539619
Close,1469539621
Close,1469539622
Open,1469539623
Close,1469539624
Open,1469539626
Open,1469539629
Open,1469539633
Close,1469539636
Open,1469539638
Open,1469539639
Close,1469539640
Open,1469539640
Close,1469539643
Close,1469539646
Close,1469539653
Close,1469539655
Close,1469539657
Open,1469539659
Close,1469539660
Open,1469539661
Close,1469539663
Close,1469539664
Close,1469539664
Open,1469539665
Close,1469539668
Close,1469539670
Close,1469539671
Close,1469539675
Close,1469539681
Open,1469539682
Open,1469539682
Open,1469539684
Close,1469539689
Open,1469539690
Close,1469539691
Open,1469539691
Close,1469539693
Close,1469539694
Close,1469539696
Open,1469539698
Close,1469539700
Close,1469539701
Close,1469539703
Close,1469539708
Open,1469539708
Close,1469539712
Close,1469539713
Open,1469539717
Close,1469539718
Open,1469539718
Close,1469539719
Open,1469539719
Open,1469539720
Close,1469539722
Open,1469539727
Open,1469539731
Close,1469539733
Close,1469539737
Close,1469539739
Close,1469539740
Close,1469539741
Open,1469539741
Open,1469539741
Close,1469539742
Open,1469539744
Close,1469539752
Close,1469539752
Open,1469539752
Close,1469539753
Close,1469539754
Close,1469539755
Close,1469539755
Open,1469539756
Open,1469539756
Open,1469539756
Close,1469539764
Close,1469539766
Close,1469539767
Close,1469539768
Close,1469539771
Close,1469539774
Open,1469539777
Open,1469539777
Open,1469539777
Open,1469539777
Close,1469539780
Open,1469539780
Open,1469539781
Close,1469539784
Open,1469539784
Close,1469539785
Close,1469539786
Close,1469539787
Open,1469539787
Close,1469539793
Open,1469539799
Open,1469539800
Close,1469539806
Open,1469539806
Close,1469539812
Open,1469539813
Close,1469539814
Open,1469539816
Close,1469539820
Open,1469539821
Close,1469539824
Close,1469539825
Close,1469539825
Open,1469539828
Open,1469539830
Close,1469539831
Close,1469539834
Close,1469539837
Close,1469539837
Open,1469539841
Close,1469539843
Open,1469539843
Open,1469539846
Open,1469539847
Open,1469539847
Close,1469539848
Close,1469539849
Open,1469539851
Open,1469539851
Close,1469539855
Open,1469539856
Close,1469539857
Close,1469539857
Open,1469539857
Close,1469539858
Close,1469539858
Close,1469539860
Close,1469539862
Open,1469539862
Close,1469539863
Close,1469539864
Close,1469539864
Close,1469539864
Open,1469539864
Open,1469539866
Close,1469539878
Close,1469539880
Open,1469539880
Close,1469539881
Close,1469539881
Open,1469539881
Close,1469539883
Close,1469539887
Open,1469539887
Open,1469539888
Close,1469539891
Close,1469539892
Open,1469539894
Open,1469539897
Close,1469539899
Close,1469539903
Open,1469539905
Close,1469539906
Close,1469539906
Close,1469539907
Close,1469539908
Open,1469539911
Close,1469539912
Open,1469539913
Close,1469539914
Close,1469539914
Open,1469539917
Open,1469539917
Close,1469539923
Open,1469539923
Open,1469539924
Close,1469539925
Open,1469539925
Close,1469539926
Open,1469539926
Close,1469539930
Close,1469539931
Open,1469539931
Open,1469539932
Close,1469539935
Open,1469539938
Close,1469539942
Open,1469539950
Close,1469539955
Open,1469539957
Open,1469539958
Close,1469539959
Close,1469539960
Close,1469539962
Open,1469539964
Close,1469539967
Open,1469539967
Open,1469539968
Open,1469539968
Open,1469539972
Close,1469539977
Open,1469539979
Open,1469539979
Open,1469539980
Open,1469539982
Close,1469539983
Close,1469539984
Open,1469539985
Close,1469539986
Close,1469539988
Open,1469539990
Open,1469539994
Open,1469539994
Close,1469539995
Open,1469539997
Open,1469539997
Close,1469539998
Open,1469539999
Close,1469540002
Close,1469540004
Close,1469540008
Open,1469540008
Open,1469540008
Close,1469540014
Open,1469540014
Open,1469540014
Close,1469540015
Close,1469540020
Close,1469540020
Open,1469540026
Open,1469540026
Open,1469540028
Open,1469540029
Close,1469540030
Close,1469540034
Close,1469540034
Open,1469540034
Open,1469540035
Open,1469540035
Open,1469540038
Close,1469540045
Close,1469540048
Close,1469540052
Open,1469540055
Open,1469540057
Open,1469540058
Close,1469540059
Open,1469540061
Close,1469540062
Close,1469540062
Open,1469540062
Close,1469540063
Close,1469540064
Open,1469540069
Open,1469540069
Open,1469540070
Close,1469540073
Close,1469540075
Open,1469540075
Close,1469540077
Open,1469540078
Open,1469540080
Close,1469540081
Open,1469540081
Close,1469540083
Open,1469540083
Close,1469540084
Close,1469540085
Close,1469540088
Close,1469540090
Open,1469540090
Open,1469540091
Open,1469540097
Open,1469540097
Open,1469540099
Close,1469540102
Close,1469540103
