action,time
Close,1469524798
Close,1469524801
Close,1469524802
Open,1469524802
Close,1469524806
Close,1469524809
Close,1469524810
Open,1469524810
Open,1469524812
Close,1469524813
Close,1469524818
Open,1469524818
Close,1469524819
Close,1469524821
Close,1469524822
Open,1469524825
Open,1469524830
Open,1469524832
Open,1469524832
Close,1469524833
Close,1469524833
Open,1469524834
Open,1469524836
Open,1469524837
Close,1469524840
Open,1469524840
Close,1469524843
Close,1469524846
Open,1469524848
Close,1469524849
Open,1469524851
Open,1469524852
Open,1469524853
Open,1469524861
Open,1469524863
Close,1469524865
Close,1469524865
Close,1469524866
Open,1469524866
Open,1469524868
Open,1469524869
Close,1469524871
Close,1469524872
Open,1469524873
Open,1469524874
Close,1469524876
Open,1469524876
Open,1469524880
Open,1469524886
Open,1469524886
Close,1469524890
Close,1469524894
Close,1469524896
Open,1469524896
Open,1469524896
Open,1469524904
Close,1469524907
Close,1469524908
Close,1469524911
Open,1469524913
Close,1469524914
Close,1469524915
Open,1469524915
Close,1469524917
Open,1469524917
Close,1469524920
Open,1469524920
Close,1469524923
Close,1469524923
Close,1469524924
Open,1469524925
Close,1469524929
Open,1469524932
Close,1469524936
Open,1469524938
Close,1469524944
Close,1469524945
Close,1469524946
Open,1469524946
Close,1469524947
Open,1469524947
Open,1469524949
Close,1469524951
Open,1469524952
Close,1469524955
Close,1469524956
Close,1469524957
Open,1469524962
Open,1469524963
Open,1469524964
Close,1469524966
Open,1469524966
Close,1469524968
Open,1469524970
Close,1469524976
Close,1469524982
Open,1469524984
Close,1469524985
Close,1469524986
Open,1469524987
Close,1469524989
Close,1469524989
Open,1469524990
Open,1469524990
Close,1469524992
Close,1469524993
Open,1469524994
Close,1469524995
Close,1469524997
Open,1469524997
Open,1469525000
Open,1469525000
Open,1469525001
Close,1469525002
Open,1469525002
Open,1469525005
Open,1469525009
Open,1469525009
Open,1469525012
Open,1469525017
Open,1469525017
Open,1469525020
Close,1469525022
Close,1469525023
Close,1469525024
Open,1469525026
Close,1469525027
Open,1469525027
Close,1469525029
Open,1469525034
Close,1469525035
Close,1469525037
Close,1469525037
Open,1469525037
Close,1469525039
Close,1469525039
Close,1469525041
Open,1469525041
Close,1469525042
Close,1469525045
Open,1469525046
Close,1469525047
Open,1469525047
Close,1469525052
Close,1469525054
Close,1469525055
Close,1469525056
Open,1469525057
Open,1469525059
Close,1469525063
Open,1469525064
Close,1469525065
Open,1469525068
Open,1469525068
Open,1469525072
Close,1469525074
Open,1469525077
Close,1469525078
Open,1469525078
Close,1469525079
Close,1469525079
Open,1469525080
Open,1469525080
Open,1469525082
Open,1469525082
Open,1469525084
Close,1469525085
Open,1469525085
Open,1469525090
Close,1469525091
Close,1469525091
Open,1469525093
Close,1469525098
Open,1469525099
Close,1469525104
Open,1469525104
Open,1469525110
Close,1469525113
Close,1469525116
Open,1469525116
Close,1469525118
Open,1469525121
Close,1469525122
Open,1469525122
Close,1469525125
Close,1469525126
Open,1469525126
Close,1469525127
Open,1469525127
Close,1469525128
Open,1469525128
Open,1469525128
Close,1469525129
Open,1469525131
Open,1469525132
Open,1469525132
Open,1469525135
Close,1469525139
Close,1469525139
Close,1469525142
Close,1469525144
Open,1469525144
Open,1469525146
Close,1469525147
Close,1469525147
Close,1469525148
Open,1469525150
Open,1469525154
Open,1469525158
Open,1469525159
Close,1469525160
Open,1469525161
Open,1469525161
Close,1469525162
Open,1469525163
Open,1469525164
Close,1469525166
Open,1469525168
Close,1469525169
Close,1469525169
Close,1469525171
Close,1469525174
Close,1469525177
Close,1469525177
Close,1469525178
Open,1469525180
Open,1469525181
Close,1469525184
Close,1469525185
Close,1469525187
Close,1469525188
Open,1469525192
Close,1469525194
Close,1469525195
Close,1469525198
Close,1469525202
Open,1469525205
Close,1469525209
Close,1469525209
Close,1469525209
Open,1469525212
Open,1469525214
Close,1469525216
Close,1469525218
Open,1469525220
Open,1469525227
Open,1469525228
Close,1469525229
Open,1469525231
Close,1469525235
Open,1469525235
Close,1469525238
Open,1469525240
Open,1469525242
Open,1469525249
Open,1469525250
Open,1469525251
Close,1469525254
Close,1469525254
Open,1469525254
Open,1469525255
Close,1469525258
Open,1469525258
Open,1469525263
Open,1469525265
Close,1469525268
Open,1469525270
Open,1469525273
Open,1469525274
Close,1469525278
Open,1469525278
Open,1469525283
Open,1469525284
Open,1469525287
Open,1469525288
Close,1469525289
Close,1469525290
Close,1469525293
Open,1469525293
