action,time
Open,1469531932
Open,1469531932
Close,1469531934
Open,1469531940
Close,1469531941
Open,1469531941
Close,1469531942
Open,1469531943
Open,1469531947
Open,1469531949
Close,1469531950
Open,1469531950
Close,1469531951
Open,1469531951
Open,1469531952
Open,1469531953
Open,1469531954
Open,1469531956
Close,1469531957
Open,1469531957
Open,1469531957
Open,1469531957
Open,1469531959
Close,1469531963
Close,1469531967
Open,1469531968
Open,1469531971
Close,1469531974
Close,1469531975
Open,1469531977
Close,1469531978
Open,1469531981
Open,1469531981
Open,1469531983
Close,1469531984
Open,1469531986
Close,1469531991
Close,1469531998
Open,1469532001
Close,1469532003
Close,1469532003
Close,1469532004
Close,1469532005
Close,1469532011
Close,1469532011
Close,1469532012
Close,1469532014
Close,1469532018
Close,1469532018
Close,1469532018
Close,1469532020
Open,1469532022
Open,1469532023
Open,1469532025
Open,1469532026
Open,1469532027
Close,1469532029
Open,1469532029
Close,1469532031
Open,1469532031
Open,1469532032
Close,1469532038
Close,1469532039
Open,1469532039
Open,1469532040
Open,1469532046
Close,1469532048
Close,1469532048
Open,1469532048
Open,1469532052
Close,1469532054
Close,1469532055
Close,1469532056
Close,1469532068
Close,1469532070
Open,1469532070
Close,1469532071
Close,1469532072
Close,1469532075
Open,1469532075
Close,1469532077
Open,1469532077
Close,1469532078
Close,1469532079
Open,1469532080
Close,1469532082
Open,1469532082
Close,1469532088
Open,1469532088
Close,1469532089
Open,1469532091
Close,1469532093
Close,1469532093
Close,1469532098
Close,1469532100
Open,1469532100
Open,1469532101
Open,1469532104
Open,1469532109
Open,1469532109
Close,1469532110
Close,1469532111
Open,1469532116
Open,1469532116
Open,1469532118
Open,1469532121
Close,1469532124
Close,1469532124
Close,1469532125
Open,1469532127
Open,1469532128
Open,1469532134
Open,1469532134
Close,1469532135
Close,1469532149
Open,1469532151
Open,1469532155
Close,1469532156
Open,1469532157
Close,1469532160
Close,1469532163
Close,1469532163
Open,1469532164
Close,1469532165
Close,1469532166
Open,1469532167
Open,1469532167
Close,1469532168
Close,1469532168
Close,1469532169
Close,1469532173
Open,1469532173
Close,1469532174
Open,1469532175
Open,1469532179
Close,1469532181
Open,1469532185
Open,1469532186
Open,1469532186
Close,1469532187
Open,1469532187
Close,1469532201
Open,1469532201
Open,1469532201
Close,1469532202
Close,1469532206
Close,1469532207
Open,1469532207
Close,1469532208
Close,1469532209
Open,1469532212
Close,1469532213
Open,1469532213
Open,1469532214
Open,1469532218
Close,1469532220
Open,1469532223
Open,1469532223
